index,minDist_MRT,minDist_school,minDist_mall,MRT_cnt_500
0,0.6991270031881451,0.33484613538641606,1.202673513378649,0
1,0.8989912817620058,0.6077164647639475,1.1143383606180668,0
2,0.21860301234006785,0.4257601596805818,0.46829650436462344,1
3,1.5460404210760914,0.56496927208968,0.4023587782765178,0
4,0.18785581649283253,0.2717233512209715,1.073353709196278,1
5,0.9821335823582821,0.27973502106504217,0.3550994297759598,0
6,2.075561797758607,0.16477729794844154,0.2956525375622849,0
7,0.6264513294595107,0.8312293421328266,1.0889467252704246,0
8,0.9670572113260643,0.4399424284126024,1.0326330710740719,0
9,1.6008961837074775,0.3007203377541403,0.31547472846497565,0
10,0.4266221499209232,0.45115110659355584,0.4633982497209474,1
11,1.036650851454669,0.14865426664376413,0.21627361624185223,0
12,0.768614693061955,0.2891157985023917,1.999738505496284,0
13,0.49882284795150766,0.6752681341873542,1.4123764243692327,1
14,1.6455705615950393,0.5831276021023094,0.4371889487033111,0
15,0.8774562058122996,0.3108634142528424,0.5874995004088757,0
16,1.4376180253146045,1.3887271062699267,0.3893781896466474,0
17,0.33087117202077226,0.4819000111041065,0.31694791489722207,1
18,0.3886407380582363,0.39555289746704,0.6165663669259912,1
19,0.21546910497558106,0.42898067284169317,0.10902387126395653,1
20,0.8292152968867935,0.48097039026575034,1.4201388380611784,0
21,0.28530190871057026,0.23351155479128763,0.4519713994028961,1
22,1.0381919123327834,0.46203855362903135,0.9072255373782664,0
23,0.8344145610803332,0.14389232824083523,0.7877734604171553,0
24,0.40078574412802637,0.1289415354978382,0.7740229582513484,1
25,0.90286954182859,0.6514337040956314,0.8269041321977412,0
26,0.3909458571392119,0.11766588147786033,0.696224473046115,1
27,0.3551801762810736,0.18557255493695293,0.2940618719439661,1
28,0.3706311258034838,0.14940506732718828,0.6255257386045326,1
29,1.5102825688173693,0.13209168440916344,0.7370896583689516,0
30,0.17039041790049198,0.4170266663578809,0.25693516372633335,1
31,0.5960105821018509,0.3259752569303571,0.8027846248626311,0
32,0.3076827366581706,0.4038329708832538,1.0592343945383589,1
33,0.32560996288677596,0.4109299587988047,0.4179083225584235,1
34,1.641007697965574,0.2458010760347745,1.1694937048193121,0
35,0.7681982546878852,0.738138990279975,0.4499303767311372,0
36,1.2836035748833095,1.143015512163387,1.4541778980609414,0
37,0.5651582452070191,0.4395762532476125,0.4327741609874112,0
38,0.7407004696245444,0.11363343816197015,0.6806073315745573,0
39,0.8149977043475187,0.6768752336362973,0.5167411122034907,0
40,0.6836722739042592,0.47601455716303853,0.7045763661775096,0
41,1.8242143379676545,0.3969376647482273,0.31429053028286624,0
42,0.42316440143975365,0.475510120903163,0.4632343751852418,1
43,0.6114800238748287,0.5732915133125137,0.594867645948079,0
44,1.0658609641224224,0.2461793379446425,0.5338919132633752,0
45,0.3820692406254437,0.70252318516498,1.1514343315187947,1
46,1.2966964352653383,0.17308610323609383,0.13708733065344467,0
47,0.9816646895706671,0.6137254689777535,0.2062694907481253,0
48,1.1239224262922327,0.2053377544152254,0.9037165530823678,0
49,1.053666174913764,0.34339255690196013,0.7953385836081925,0
50,1.02176711420323,0.5123998380937731,0.7751040888678152,0
51,0.7238571530589605,0.2187263441111462,0.28983883579988307,0
52,0.9516152273769622,0.2528440461087297,1.4072812136664345,0
53,0.4281991052970114,0.22877285181775858,0.5302755315223195,1
54,1.463358734523673,0.28744732394550376,0.17960627262108522,0
55,0.3385561573060765,0.31449229937171735,0.42296628512274864,1
56,0.44028938031138326,0.4380972589404904,0.26612552015894947,1
57,1.279128653813933,0.37536957971065693,0.8455466975120673,0
58,1.2318317808772683,0.2134680762927584,0.9363780873526182,0
59,0.8819888319425642,0.6471243559733763,0.5220492404023833,0
60,0.4460406010674483,0.39630021729779297,0.08154997576131413,1
61,0.9092976551541495,0.15412939068960185,1.1247325476054202,0
62,0.3647395560306621,0.580738719964076,0.9242408546586833,1
63,1.0906991529776038,0.3606047514595888,0.8636916763437776,0
64,1.2981995381113964,0.392042759471035,0.4400244238047469,0
65,0.39370980687429574,0.4889687215418837,1.4477689281992994,1
66,0.7285014295616428,0.25471442044000075,0.6626198137736109,0
67,1.6860636647366087,0.6258036850544385,0.7485020898521176,0
68,0.5457581092211021,0.19665695133125533,1.4160649701795205,0
69,0.335367336306134,0.28692042167771237,0.6152459923793591,1
70,0.42818120866799964,0.7880424050048909,0.16746824924499962,1
71,1.029195494552034,0.6948817388198337,0.739332413471936,0
72,0.811840543178496,0.4464056221908203,0.7480326470081209,0
73,0.8972881198437892,0.2842329502371273,1.7141947599545313,0
74,0.877259513123614,0.0747784570706873,0.6601288534278039,0
75,0.42944071770618486,0.38095126330612805,0.5928096253633187,2
76,1.2244609183150883,0.2708979573396103,0.3834997225539669,0
77,0.24587917698887551,0.35339483511110104,0.513923891896598,1
78,0.2108631774120492,0.4585951509408565,0.25252776199203725,1
79,0.37642210722688124,0.6006589032157249,0.30483023389318303,2
80,0.24331366183947528,0.13229088360408908,0.7000326931812495,1
81,0.8513268223729996,0.2472389292452237,0.7625370779858692,0
82,0.9848234259957455,0.4002113992715827,1.6241431238636952,0
83,0.43506840858620655,0.16370101012142113,0.3687365027951906,1
84,0.6515788982151001,0.13863505100070905,0.5798516617511453,0
85,0.2999136145157591,0.4443467992657734,0.18955235639212986,1
86,0.16463453515719656,0.13202710993366162,1.0776195363810157,1
87,0.631065132990451,0.6294885301831874,1.4875511965635837,0
88,0.5237084292110511,0.17241730102272682,0.5235696359387313,0
89,0.44174346310858853,0.38883650993999497,0.4806524763714249,1
90,0.6158381714774386,0.13119280149391668,0.5014401439287244,0
91,0.9407267609322797,0.32765025847050816,0.8227356376260324,0
92,0.7742780191698322,0.4370390571944794,1.1259484209703785,0
93,0.4450130190643665,0.6188127285424063,0.4024509758929175,2
94,0.5413942591197867,0.40848632589141914,0.46589030418294997,0
95,0.22224788162358153,0.3399832627431015,0.4221469866991014,1
96,0.883224208630296,0.25419065154722587,0.35494902037938125,0
97,0.6867910984049919,0.27513575500359316,0.317645050711953,0
98,0.9191806821854687,0.49106238077356795,0.994210816180502,0
99,0.36563225284950457,0.18551961043735274,0.4890610827212824,1
100,0.3027765871139643,0.5957280706310943,0.4169686490444294,1
101,0.7735445007106976,0.25851293250526225,0.31969374427187613,0
102,0.3524626975076563,0.3864339557860589,0.6005929284199709,1
103,2.1517167680419953,0.11935247409331329,0.11439051224991514,0
104,0.3594649077787274,0.17723208354688247,1.09821064155901,1
105,0.52599165500088,0.22507118812045127,0.7138435511761015,0
106,0.3457456381559424,0.5273795223808295,0.2654848252829401,1
107,0.4828685681061281,0.552780801056653,1.3673892394652363,1
108,0.4971948786256627,0.1368169811167492,0.5736175203290413,1
109,0.9147621926020297,0.12205937014628541,0.7312920529046393,0
110,0.8497318697827775,0.1920034284183314,0.6161873945482843,0
111,1.1322170645405063,1.4396881231115737,1.0772979512315517,0
112,0.6470842710713788,0.4098561645845871,0.6225843217250379,0
113,0.5457035690426001,0.644964306113061,1.458720416065923,0
114,0.5849813758300814,0.16491842548936214,0.5113176316886484,0
115,0.3647395560306621,0.580738719964076,0.9242408546586833,1
116,0.28090342761324477,0.558010416280492,0.8955098174971561,1
117,0.5305416443462209,0.1272241287345101,0.24499928062510243,0
118,0.5413072152940914,0.21178455656308576,0.5393171388763506,0
119,0.23388428120556617,0.5211527898694857,0.15414548014929633,1
120,0.7027866941743887,0.3036104274771464,0.6348950353766205,0
121,0.8650486516033948,0.31857217525220843,0.8822284344585145,0
122,0.4917212394951166,0.29226178786849144,0.4285691144394156,2
123,1.0827100756634727,0.22409399646897515,0.8766231886153416,0
124,0.962495271429351,0.19783102802330937,0.9160245436636794,0
125,0.3512817108549938,0.09014317320182615,0.5475258364720281,1
126,0.5069281659863195,0.35758065676883544,0.9098235618344865,0
127,0.3761741785309801,0.2557986507430697,0.49559375304646885,1
128,1.057008905002048,0.5804406006090354,0.29016910992190464,0
129,0.1228736676042971,0.6930469803579496,0.06511410151691417,3
130,0.26938922921066877,0.18045709039381258,1.071745503767491,1
131,0.7135583128463103,0.47964500486003014,0.1478465559553943,0
132,0.814768710007041,0.5376538215329397,1.0655171360071092,0
133,0.7537486363988432,0.7137216562908196,0.5615045198340505,0
134,1.1565723027969526,0.43662365614889515,0.2434301726061844,0
135,0.6736420405440661,0.4896110372472921,0.7268264081123935,0
